Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
LAUR,Laureate Education Inc,Consumer Defensive,13.64,0,N/A,N/A,0,2144.486256,20.4291264,0,0.528179316,14.81,9.24
LAW,CS Disco Inc,N/A,6.02,0,N/A,N/A,0,362.032054,N/A,0,2.36504136,11.45,5.27
LAZR,Luminar Technologies Inc,N/A,3.69,0,N/A,N/A,0,1082.24438,N/A,0,2.548890215,10.55,3.03
LBAI,"Lakeland Bancorp, Inc.",Financial Services,12.73,0.044070919,N/A,N/A,0.561022802,827.825306,7.990514627,0.352844529,1.119273852,18.72,10.4
LBC,Luther Burbank Corp,Financial Services,8.81,0,N/A,N/A,0,449.555605,0,N/A,1.251544626,12.66,7.73
LBRT,Liberty Energy Inc,Energy,20.23,0.009856355,N/A,N/A,0.199394064,3410.946455,5.530041934,0.058473333,1.159961884,21.25,11.15
LC,LendingClub Corp,Financial Services,5.95,0,N/A,N/A,0,652.410176,12.45651886,0,1.967102767,11.78,4.73
LCII,LCI Industries,Consumer Cyclical,117.61,0.035236713,0,0.118426915,4.144189775,2978.406565,35.06152664,1.240775382,1.237442913,135.94,87.46
LCUT,"Lifetime Brands, Inc.",Consumer Cyclical,5.52,0.030132193,0,0,0.166329705,120.414583,N/A,N/A,0.718529954,9.8,4.18
LE,"Lands` End, Inc.",Consumer Cyclical,6.69,0,N/A,N/A,0,213.586452,0,N/A,1.562372715,11.93,5.98
LEGH,Legacy Housing Corp,Consumer Cyclical,19.51,0,N/A,N/A,0,475.880038,7.241463844,0,0.94716266,25.3,16.13
LEU,Centrus Energy Corp,Energy,54.89,0,N/A,N/A,0,812.725382,24.18825541,0,1.968922451,61.35,24.88
LFCR,Lifecore Biomedical Inc,N/A,7.23,0,N/A,N/A,0,219.229282,N/A,0,,11.46,1.8
LFST,LifeStance Health Group Inc,N/A,6.11,0,N/A,N/A,0,2309.612023,N/A,0,1.729412898,9.59,4.22
LGIH,LGI Homes Inc,Consumer Cyclical,111.13,0,N/A,N/A,0,2618.652651,14.44749963,0,1.775717466,141.91,80.3
LGND,"Ligand Pharmaceuticals, Inc.",Healthcare,53.99,0,N/A,N/A,0,937.010325,34.50218446,0,0.793607249,85.7,49.24
LICY,Li-Cycle Holdings Corp,N/A,1.74,0,N/A,N/A,0,309.907078,0,N/A,2.086571613,6.58,1.05
LIDR,AEye Inc,N/A,0.2006,0,N/A,N/A,0,37.484922,N/A,0,1.587122329,1.3,0.159
LILA,Liberty Latin America Ltd,Communication Services,6.86,0,N/A,N/A,0,1415.136442,0,N/A,1.185462621,10.01,6.57
LILAK,Liberty Latin America Ltd,Communication Services,6.89,0,N/A,N/A,0,1415.136442,0,N/A,1.220109254,9.98,6.62
LIND,Lindblad Expeditions Holdings Inc,Consumer Cyclical,6.65,0,N/A,N/A,0,354.638329,0,N/A,1.627512273,12.46,5.47
LIVN,LivaNova PLC,Healthcare,49.96,0,N/A,N/A,0,2691.386467,938.4192702,0,0.759452793,59.86,40.26
LKFN,Lakeland Financial Corp.,Financial Services,53.29,0.033626082,0.15,0.089249365,1.791933925,1355.256572,15.03868896,0.511981122,0.765417788,77.48,41.54
LL,LL Flooring Holdings Inc,Consumer Cyclical,3.43,0,N/A,N/A,0,105.385519,N/A,0,0.955207363,8.55,2.6
LLAP,Terran Orbital Corp,N/A,0.951,0,N/A,N/A,0,163.931338,N/A,0,1.44320247,3.45,0.62
LMAT,Lemaitre Vascular Inc,Healthcare,48.49,0.011188013,0.12,0.148698355,0.542506761,1079.539804,42.80321177,0.480094479,0.717708389,68.5,42.82
LMND,Lemonade Inc,N/A,17.32,0,N/A,N/A,0,1206.97302,N/A,0,2.629400923,24.81,10.27
LNN,Lindsay Corporation,Industrials,128.17,0.010922993,N/A,N/A,1.36447823,1411.191048,19.49724434,0.208635815,0.88492171,181.65,106.46
LNTH,Lantheus Holdings Inc,Healthcare,64.32,0,N/A,N/A,0,4401.462431,42.28272394,0,0.836167963,100.85,47.46
LNW,Light & Wonder Inc,N/A,78.42,0,N/A,N/A,0,7164.20551,18.90291691,0,1.249691035,79.07,53.11
LOB,Live Oak Bancshares Inc,Financial Services,31.83,0.000939585,0,0,0.029906975,1412.079542,22.55646053,0.021362125,1.7785404,38.33,17.27
LOCL,Local Bounti Corp,N/A,2.62,0,N/A,N/A,0,21.557101,0,N/A,,41.08,1.17
LOCO,El Pollo Loco Holdings Inc,Consumer Cyclical,8.78,0,N/A,N/A,0,311.377371,13.23939668,0,0.861208282,13,8.11
LOVE,Lovesac Company,Consumer Cyclical,17.56,0,N/A,N/A,0,267.210309,10.08797604,0,1.83983093,30.94,14.18
LPG,Dorian LPG Ltd,Energy,38.07,0,N/A,N/A,0,1537.734176,6.018092204,0,1.112473882,39.15,13.49
LPRO,Open Lending Corp,N/A,6.35,0,N/A,N/A,0,766.432002,17.32088864,0,2.000120068,11.99,5.35
LPSN,Liveperson Inc,Technology,2.99,0,N/A,N/A,0,233.250806,N/A,0,2.488529598,18.17,2.33
LQDA,Liquidia Corp,Healthcare,6.65,0,N/A,N/A,0,430.528288,N/A,0,0.604838364,9.95,4.48
LQDT,Liquidity Services Inc,Consumer Cyclical,19.39,0,N/A,N/A,0,595.10136,25.82568935,0,1.074537554,20.83,11.97
LRN,Stride Inc,Consumer Defensive,55.87,0,N/A,N/A,0,2402.41,15.55793727,0,0.211536089,56.55,30.66
LSEA,Landsea Homes Corporation,N/A,8.3,0,N/A,N/A,0,320.324506,0,N/A,0.971148385,12.45,4.92
LTC,"LTC Properties, Inc.",Real Estate,32.26,0.070675759,0,0,2.209556105,1335.941216,16.92092938,1.150810471,0.617495316,37.92,29.99
LTCH,Latch Inc,N/A,0.85,0,N/A,N/A,0,0,0,0,,,
LTH,Life Time Group Holdings Inc,N/A,12.82,0,N/A,N/A,0,2517.962111,0,N/A,1.634003193,22.41,9.16
LTHM,Livent Corp,Basic Materials,14.97,0,N/A,N/A,0,2690.339373,7.364739593,0,1.695686232,35.81,13.37
LUNG,Pulmonx Corp,N/A,9.92,0,N/A,N/A,0,377.235002,N/A,0,1.921065432,14.28,4.55
LVLU,Lulus Fashion Lounge Holdings Inc,N/A,2.14,0,N/A,N/A,0,85.940622,0,N/A,1.115887622,6.37,1.9
LVOX,LiveVox Holdings Inc,N/A,3.62,0,N/A,N/A,0,341.01494,N/A,0,0.427292128,3.65,1.7
LWLG,Lightwave Logic Inc,Basic Materials,4.84,0,N/A,N/A,0,563.674333,0,N/A,2.645215721,9.64,3.88
LXFR,Luxfer Holdings PLC,Industrials,8.62,0.059414299,0,0.007874989,0.512151256,231.627727,0,N/A,0.921139287,17.32,8.1
LXP,LXP Industrial Trust,Real Estate,8.44,0.061611374,0.041666667,-0.067728665,0.490120786,2469.835813,51.72106073,3.048014837,1.048421847,11.46,7.75
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,1.48,0,N/A,N/A,0,362.488549,N/A,0,1.798754762,3.79,0.9596
LXU,"LSB Industries, Inc.",Basic Materials,9.13,0,N/A,N/A,0,678.763788,6.846517931,0,1.027659159,15.56,8.15
LYEL,Lyell Immunopharma Inc,N/A,2.14,0,N/A,N/A,0,537.197774,N/A,0,1.97714187,5.97,1.32
LZ,LegalZoom.com Inc.,N/A,10.56,0,N/A,N/A,0,2025.299739,N/A,0,1.858794651,15.68,6.89
LZB,La-Z-Boy Inc.,Consumer Cyclical,30.84,0.023328178,N/A,N/A,0.719440997,1327.709463,9.507067149,0.222737151,1.130372101,33.73,22.24
MAC,Macerich Co.,Real Estate,11.22,0.060606061,0.133333333,-0.256848204,0.664714219,2415.171479,N/A,N/A,1.52104988,13.87,8.49
MAPS,WM Technology Inc,N/A,1.18,0,N/A,N/A,0,110.23046,N/A,0,2.401361448,2.02,0.596
MARA,Marathon Digital Holdings Inc,Financial Services,9.41,0,N/A,N/A,0,2040.974742,0,N/A,2.973291418,19.88,3.11
MASS,908 Devices Inc,N/A,6.58,0,N/A,N/A,0,212.758931,N/A,0,2.251094977,16.54,4.97
MATV,Mativ Holdings Inc,N/A,14,0.090546855,N/A,N/A,1.267655971,765.906036,N/A,N/A,0.599488348,27.69,12.67
MATW,Matthews International Corp.,Industrials,36.23,0.02539332,0.045454545,0.028346722,0.906021301,1103.843394,N/A,N/A,0.703109061,48.36,25.34
MATX,Matson Inc,Industrials,88.65,0.01401615,0.032258065,0.087892886,1.242531657,3096.977112,9.903988206,0.143645278,1.307371816,97.49,56.05
MAX,MediaAlpha Inc,N/A,9.77,0,N/A,N/A,0,451.65053,N/A,0,1.31309924,17.01,5.08
MBI,MBIA Inc.,Financial Services,6.61,0,N/A,N/A,0,343.289973,N/A,0,0.866926681,14,6.07
MBIN,Merchants Bancorp,Financial Services,31.2,0.009858321,0.142857143,0.059223841,0.307579625,1349.00376,6.611467163,0.06530353,0.993753516,33.39,21.25
MBUU,Malibu Boats Inc,Consumer Cyclical,46.65,0,N/A,N/A,0,951.534185,10.5856577,0,1.186909776,65.45,42.91
MBWM,Mercantile Bank Corp.,Financial Services,34.69,0.036939229,0.0625,0.063427242,1.281421859,555.671913,7.01916141,0.25783136,0.951279898,35.99,22.82
MC,Moelis & Co,Financial Services,43.36,0.05402017,0,0.033037804,2.342314581,2886.62631,77.26722636,4.41113857,1.38771381,51.85,33.45
MCB,Metropolitan Bank Holding Corp,Financial Services,37.34,0,N/A,N/A,0,413.082301,7.140328785,0,2.069351923,71.99,13.98
MCBC,Macatawa Bank Corp.,Financial Services,9.68,0.032429777,0,0.027066087,0.313920243,331.941594,7.240203157,0.234268838,0.601323355,11.37,6.78
MCBS,MetroCity Bankshares Inc,Financial Services,21.32,0.032847865,0.2,-0.020851638,0.700316483,538.966317,0,N/A,1.151714709,22.76,12.64
MCFT,MasterCraft Boat Holdings Inc,Consumer Cyclical,22.22,0,N/A,N/A,0,382.24435,5.544835858,0,1.092587896,35.29,19.25
MCRB,Seres Therapeutics Inc,Healthcare,1.3,0,N/A,N/A,0,166.665998,N/A,0,0.863993843,8.32,0.91
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,62.59,0.009543842,N/A,N/A,0.597349076,1198.23166,13.31235388,0.130141411,0.810514652,78.78,56.25
MCS,Marcus Corp.,Communication Services,15.57,0.014055483,N/A,N/A,0.218843877,383.207968,55.41691512,1.002032406,0.538719983,17.91,13.47
MCY,Mercury General Corp.,Financial Services,36.44,0.034851811,0,-0.127378318,1.249635561,2017.723868,N/A,N/A,0.729353098,38.21,25.59
MD,Pediatrix Medical Group Inc,Healthcare,9.9,0,N/A,N/A,0,831.024236,8.88434899,0,0.899082576,17.3,9.15
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,42.99,0.051174692,N/A,N/A,2.015852025,3209.696982,8.933468551,0.418226561,1.259215839,51.71,27.7
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,146.89,0,N/A,N/A,0,2713.239415,0,N/A,-0.225552154,322.67,57.21
MDRX,Veradigm Inc,Healthcare,13.54,0,N/A,N/A,0,1479.377367,24.39847886,0,0.879811027,19.77,11.3
MDXG,Mimedx Group Inc,Healthcare,6.82,0,N/A,N/A,0,793.688296,N/A,0,1.219258254,8.6,2.43
ME,23andMe Holding Co,N/A,0.9318,0,N/A,N/A,0,284.10582,N/A,0,2.282666776,3.5,0.6101
MED,Medifast Inc,Consumer Cyclical,69.92,0.094393593,0.006097561,0.170804913,6.402659572,761.384611,5.728055631,0.527836733,1.127008765,124.2,67.4
MEDP,Medpace Holdings Inc,Healthcare,274.21,0,N/A,N/A,0,8413.704986,30.81965797,0,1.164241969,282.73,167
MEG,Montrose Environmental Group Inc,N/A,25.39,0,N/A,N/A,0,765.631489,N/A,0,1.999204357,55,21.96
MEI,"Methode Electronics, Inc.",Technology,24.1,0.028806376,0,0.049414523,0.694233671,867.829721,15.35981807,0.447892691,1.032306927,50.71,21.26
METC,Ramaco Resources Inc,Basic Materials,12.13,0.010305029,N/A,N/A,0.125,644.966317,8.703529053,0.09057971,0.596356781,12.85,7.34
MFA,MFA Financial Inc,Real Estate,9.89,0.134566733,N/A,N/A,1.330864991,1007.947232,N/A,N/A,1.332437893,11.43,7.79
MGEE,"MGE Energy, Inc.",Utilities,74.39,0.022986961,0.049079755,0.048413171,1.624590813,2690.193094,24.08150507,0.525757545,0.582748716,82.31,63.22
MGNI,Magnite Inc,N/A,7.4,0,N/A,N/A,0,1013.494084,N/A,0,3.547667535,15.73,5.59
MGNX,Macrogenics Inc,Healthcare,5.31,0,N/A,N/A,0,328.951707,0,N/A,1.047936388,7.9,4.29
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,96.14,0.004984492,0,0.084471771,0.479209033,2110.355873,21.50067622,0.108173597,0.804174183,125.31,90.49
MGRC,McGrath Rentcorp,Industrials,101.98,0.01823887,0.021978022,0.064620457,1.826124628,2497.433601,13.70364014,0.245777204,0.617686927,109.02,83.58
MGTX,MeiraGTx Holdings plc,Healthcare,5.3,0,N/A,N/A,0,315.537164,N/A,0,0.974511206,8.77,3.49
MGY,Magnolia Oil & Gas Corp,Energy,22.85,0.015018531,N/A,N/A,0.343173443,4293.598951,8.363214297,0.127101275,1.120218435,27.13,18.52
MHO,MI Homes Inc.,Consumer Cyclical,94.8,0,N/A,N/A,0,2638.228637,5.37889291,0,1.433316027,101.62,38.85
MIR,Mirion Technologies Inc.,N/A,8.19,0,N/A,N/A,0,1784.955701,N/A,0,1.2299202,9.53,5.59
MIRM,Mirum Pharmaceuticals Inc,Healthcare,30,0,N/A,N/A,0,1148.93925,N/A,0,0.677483763,33.39,17.49
MITK,Mitek Systems Inc,Technology,10.73,0,N/A,N/A,0,489.17614,64.74866178,0,1.091108043,13.98,8.6
MKFG,Markforged Holding Corporation,N/A,0.7594,0,N/A,N/A,0,149.845603,N/A,0,1.908588659,2.3,0.62
MKTW,Marketwise Inc,N/A,2.38,0.008372313,N/A,N/A,0.019926106,89.204035,49.91831844,0.320871268,1.26810508,2.83,1.23
ML,MoneyLion Inc,N/A,23.97,0,N/A,N/A,0,243.668545,N/A,0,1.591357448,32.1,7.5
MLAB,"Mesa Laboratories, Inc.",Technology,93.22,0.00684429,N/A,N/A,0.638024711,501.923607,275.9338136,1.889323988,0.965312788,205.23,87.21
MLI,"Mueller Industries, Inc.",Industrials,39.67,0.015124779,0.2,0.24573094,0.571727675,4503.711695,7.234122854,0.104139832,1.150224387,45.79,28.73
MLKN,MillerKnoll Inc,N/A,24.9,0.029220121,N/A,N/A,0.72758101,1829.736834,55.44657074,1.672984616,1.227082343,26.2,12.78
MLNK,MeridianLink Inc,N/A,17.66,0,N/A,N/A,0,1437.670825,N/A,0,1.103262364,22.69,12.49
MLR,Miller Industries Inc.,Consumer Cyclical,37.2,0.019354839,0,0,0.714728664,425.777808,0,N/A,0.654263309,41.32,24.81
MLYS,Mineralys Therapeutics Inc,N/A,8.31,0,N/A,N/A,0,339.518786,0,N/A,0.75350718,21.98,7.44
MMI,Marcus & Millichap Inc,Real Estate,31.75,0.01568509,N/A,N/A,0.498001605,1221.123891,82.78244805,1.330843413,1.225785236,38.83,26.81
MMS,Maximus Inc.,Industrials,77.13,0.015558149,0,0.022924557,1.114161004,4688.240688,27.30277083,0.397914644,0.83961339,89.38,56.96
MMSI,"Merit Medical Systems, Inc.",Healthcare,71.85,0,N/A,N/A,0,4149.370695,41.41791217,0,0.727355054,85.62,62.58
MNKD,Mannkind Corp,Healthcare,3.96,0,N/A,N/A,0,1062.686521,N/A,0,1.181128631,5.75,3.51
MNRO,Monro Inc,Consumer Cyclical,26.84,0.040884947,0,0.069610376,1.097351967,844.002803,24.51999659,1.025562586,0.624104758,53.75,22.72
MNTK,Montauk Renewables Inc,N/A,10.78,0,N/A,N/A,0,1548.673331,107.7562852,0,0.988648416,14.31,5.46
MNTS,Momentus Inc,N/A,3.82,0,N/A,N/A,0,9.18323,N/A,0,2.281357068,79.5,1.03
MOD,Modine Manufacturing Co.,Consumer Cyclical,42.15,0,N/A,N/A,0,2205.943854,10.72408291,0,1.39035782,51.76,18.8
MODG,Topgolf Callaway Brands Corp,N/A,13.02,0,N/A,N/A,0,2414.891453,22.31877498,0,1.156471213,25.96,11.59
MODN,Model N Inc,Technology,25.11,0,N/A,N/A,0,965.17818,0,N/A,0.586396174,43.18,22.67
MODV,ModivCare Inc,N/A,47.64,0,N/A,N/A,0,675.594988,N/A,0,0.992710363,113.53,26.05
MOFG,MidWestOne Financial Group Inc,Financial Services,21.13,0.044297659,0.021052632,0.044564895,0.936009527,331.426649,9.710428906,0.431340796,0.905215439,33.45,16.98
MORF,Morphic Holding Inc,Healthcare,22.57,0,N/A,N/A,0,1081.611276,N/A,0,1.230861351,63.08,19.35
MOV,"Movado Group, Inc.",Consumer Cyclical,29.24,0.04696735,N/A,N/A,1.373325304,457.988255,6.619379591,0.450270592,0.927702333,35.87,23.62
MPAA,Motorcar Parts of America Inc.,Consumer Cyclical,7.67,0,N/A,N/A,0,150.296373,N/A,0,1.464594099,19.93,4.26
MPB,"Mid Penn Bancorp, Inc.",Financial Services,20.29,0.038723321,0,0.021295688,0.785696177,336.269741,0,N/A,0.747454648,33.35,17.73
MPLN,MultiPlan Corp,N/A,1.65,0,N/A,N/A,0,1071.643312,N/A,0,1.595083289,2.47,0.6104
MPX,Marine Products Corp,Consumer Cyclical,10.19,0.054202132,0.166666667,0.031310306,0.552319729,351.215938,7.471089937,0.394514092,0.960936472,17.81,9.36
MQ,Marqeta Inc,N/A,5.31,0,N/A,N/A,0,2527.17768,N/A,0,1.992322178,8,3.46
MRC,MRC Global Inc,Energy,11.32,0,N/A,N/A,0,951.014165,12.03815398,0,1.258089233,13.9,8.15
MRSN,Mersana Therapeutics Inc,Healthcare,1.42,0,N/A,N/A,0,171.120353,N/A,0,1.438453598,9.62,0.8014
MRTN,"Marten Transport, Ltd.",Industrials,18.36,0.012969936,0,-0.379062943,0.238128022,1492.694952,15.6244238,0.203528224,0.861938452,23.24,17.34
MSBI,Midland States Bancorp Inc,Financial Services,23.14,0.049803115,0.034482759,0.043474649,1.15244407,504.367169,5.97541873,0.304074953,0.828082555,26.77,17.25
MSEX,Middlesex Water Co.,Utilities,68.04,0.018959436,0.077586207,0.054211516,1.239007511,1207.557454,32.53994757,0.59282656,0.768442219,94.33,61.67
MSGE,Madison Square Garden Entertainment Corp.,N/A,31.47,0,N/A,N/A,0,1293.515312,0,N/A,0.537275674,40.81,28.09
MSTR,Microstrategy Inc.,Technology,453.95,0,N/A,N/A,0,6394.632044,70.79503182,0,2.274730095,475.09,132.56
MTDR,Matador Resources Co,Energy,62.46,0.008771371,N/A,N/A,0.547859832,7441.999695,8.803693358,0.077820999,1.327194365,73.04,41.79
MTH,Meritage Homes Corp.,Consumer Cyclical,133.42,0.006058534,N/A,N/A,0.808329558,4863.146459,6.061793352,0.037370761,1.327036355,152.23,70.96
MTRN,Materion Corp,Basic Materials,111.3,0.004574014,0.04,0.043640227,0.509087804,2297.498675,21.88135655,0.101210299,1.074959591,123.26,71.22
MTSI,MACOM Technology Solutions Holdings Inc,Technology,75.04,0,N/A,N/A,0,5327.84,17.38493717,0,1.329525358,85.42,48.53
MTTR,Matterport Inc,N/A,2.2,0,N/A,N/A,0,664.06435,N/A,0,2.523724247,4.07,1.84
MTW,"Manitowoc Co., Inc.",Industrials,13.56,0,N/A,N/A,0,475.216248,N/A,0,1.472046209,20.2,8.82
MTX,"Minerals Technologies, Inc.",Basic Materials,59.25,0.004212513,1,0.148698355,0.249591419,1928.223705,30.03463715,0.126696152,1.163062442,73.25,48.52
MULN,Mullen Automotive Inc,N/A,0.2962,0,N/A,N/A,0,51.097563,0,N/A,1.7913997,107.44,0.221
MUR,Murphy Oil Corp.,Energy,45.92,0.023144533,0.1,0.019244876,1.062796937,7169.332554,9.627529716,0.225168843,1.126058097,50.21,32.45
MUSA,Murphy USA Inc,Consumer Cyclical,378.84,0.005003536,N/A,N/A,1.895539636,8127.259824,15.49525229,0.080149667,0.151843918,381.62,230.79
MVBF,MVB Financial Corp.,Financial Services,20.75,0.03207275,0,0.414703843,0.665509559,263.936327,0,N/A,0.94090743,26.84,15.73
MVIS,Microvision Inc.,Technology,2.25,0,N/A,N/A,0,422.512367,N/A,0,2.322453332,8.2,1.82
MVST,Microvast Holdings Inc,N/A,1.42,0,N/A,N/A,0,439.362419,N/A,0,2.581391948,2.91,0.88
MWA,Mueller Water Products Inc,Industrials,13.02,0.01843318,0.051724138,0.040571594,0.242418494,2037.440624,27.02175894,0.505670618,1.048759156,16.55,10.41
MXCT,MaxCyte Inc,N/A,3.42,0,N/A,N/A,0,0,0,N/A,,,
MXL,MaxLinear Inc,Technology,17.04,0,N/A,N/A,0,1389.794345,N/A,0,1.948192544,43.66,13.43
MYE,Myers Industries Inc.,Consumer Cyclical,17.97,0.029726346,0,0,0.534182431,661.467506,13.29422594,0.398643605,0.864379886,25.93,15.65
MYFW,First Western Financial Inc,Financial Services,14.88,0,N/A,N/A,0,142.077067,0,N/A,1.38909484,30.7,12.85
MYGN,"Myriad Genetics, Inc.",Healthcare,17.02,0,N/A,N/A,0,1393.655911,N/A,0,1.291514196,24.21,13.82
MYPS,PLAYSTUDIOS Inc,N/A,2.62,0,N/A,N/A,0,305.185793,N/A,0,1.204964329,5.01,2.6
MYRG,MYR Group Inc,Industrials,117.02,0,N/A,N/A,0,1955.349669,21.36503828,0,1.046541231,156.63,84.75
NABL,N-able Inc,N/A,13.45,0,N/A,N/A,0,2454.625,160.1503882,0,1.216935943,15.44,9.26
NAPA,Duckhorn Portfolio Inc (The),N/A,10.8,0,N/A,N/A,0,1245.416126,17.97189134,0,0.747367643,17.92,9.32
NARI,Inari Medical Inc,N/A,48.3,0,N/A,N/A,0,2781.619363,N/A,0,0.845889078,83.84,47.81
NAT,Nordic American Tankers Ltd,Industrials,4.67,0.098189669,3.333333333,0.053873952,0.458545753,975.079393,8.141877518,0.790051263,0.648552973,4.83,2.52
NATR,"Nature`s Sunshine Products, Inc.",Consumer Defensive,17.96,0,N/A,N/A,0,343.00527,64.40204101,0,0.874790255,19.2,7.93
NAUT,Nautilus Biotechnology Inc,N/A,2.87,0,N/A,N/A,0,358.594371,0,N/A,1.606001036,4.65,1.5
NAVI,Navient Corp,Financial Services,17.04,0.037558685,0,0,0.627611288,2003.411391,5.549616041,0.221770773,1.068554379,19.51,13.99
NBHC,National Bank Holdings Corp,Financial Services,32.28,0.031230726,0.130434783,0.088691633,1.008127848,1217.602698,11.57340004,0.350044392,1.18539747,48.63,26.04
NBN,Northeast Bank,Financial Services,50.88,0.000785613,N/A,N/A,0.039971973,457.76736,0,N/A,0.695534312,51.93,33.12
NBR,Nabors Industries Ltd,Energy,100.83,0,N/A,N/A,0,954.366638,N/A,0,1.45235363,190.9,83.05
NBTB,NBT Bancorp. Inc.,Financial Services,35.91,0.033304588,0.066666667,0.042402216,1.195967762,1535.57315,11.06129451,0.37141856,0.829286974,46.71,26.78
NC,Nacco Industries Inc.,Energy,34.62,0.025129983,0.048192771,0.056805497,0.841942562,205.630441,11.32201523,0.34791015,0.806532961,53.97,29.17
NDLS,Noodles & Company,Consumer Cyclical,2.22,0,N/A,N/A,0,103.072766,0,N/A,1.256245337,6.55,1.96
NE,Noble Corp Plc,Energy,50.25,0.005970149,N/A,N/A,0.300000012,7087.967219,0,N/A,0.973254843,55.34,33.22
NEO,Neogenomics Inc.,Healthcare,15.27,0,N/A,N/A,0,1947.7151,N/A,0,1.942310623,20.54,7.01
NEOG,Neogen Corp.,Healthcare,15.82,0,N/A,N/A,0,3422.033407,N/A,0,1.211333915,24.1,13.6
NETI,Eneti Inc,N/A,9.91,0.004029973,0,-0.129449437,0.03993703,382.992949,N/A,N/A,0.601502773,13.53,7.73
NEX,NexTier Oilfield Solutions Inc,Energy,10.61,0,N/A,N/A,0,2424.944837,3.778490995,0,1.43078049,11.99,6.66
NEXT,NextDecade Corporation,Energy,4.46,0,N/A,N/A,0,1076.769817,0,N/A,1.225293344,8.74,3.93
NFBK,Northfield Bancorp Inc,Financial Services,9.48,0.053134684,0,0.053873952,0.503716802,426.484088,8.141495266,0.434238622,0.71561155,15.2,8.39
NG,Novagold Resources Inc.,Basic Materials,3.83,0,N/A,N/A,0,1279.913801,0,N/A,0.782673809,6.98,3.29
NGM,Ngm Biopharmaceuticals Inc,Healthcare,0.84,0,N/A,N/A,0,69.481026,N/A,0,1.412452932,6.14,0.76
NGMS,NeoGames SA,N/A,26.67,0,N/A,N/A,0,892.976861,0,N/A,1.329213134,27.77,10.85
NGVC,Natural Grocers by Vitamin Cottage Inc,Consumer Defensive,13.15,0.030043677,N/A,N/A,0.395074359,299.002872,15.31541629,0.462183387,0.836532583,13.69,7.8
NGVT,Ingevity Corp,Basic Materials,42.81,0,N/A,N/A,0,1550.768105,12.21077248,0,1.222161078,90.81,38.1
NHC,National Healthcare Corp.,Healthcare,70.92,0.033276932,0.035087719,0.033656884,2.277152822,1086.53291,24.28277818,0.779846857,0.541162876,71.3,49.61
NHI,"National Health Investors, Inc.",Real Estate,51.44,0.069984448,0,-0.020851638,3.506545424,2233.002221,20.19098885,1.380529694,0.761427775,57.06,45.56
NIC,Nicolet Bankshares Inc.,N/A,76.96,0.006486163,N/A,N/A,0.499175125,1134.426186,18.96780007,0.123253117,1.106246347,84.92,51.39
NJR,New Jersey Resources Corporation,Utilities,43.07,0.039006269,0.076923077,0.075040149,1.569466602,4201.992153,14.8889603,0.54119538,0.631546636,54.85,38.92
NKLA,Nikola Corp,N/A,1.14,0,N/A,N/A,0,888.581364,N/A,0,2.291227844,3.71,0.521
NKTR,Nektar Therapeutics,Healthcare,0.55,0,N/A,N/A,0,104.56527,N/A,0,2.056141817,4.37,0.44
NKTX,Nkarta Inc,N/A,2.3,0,N/A,N/A,0,112.833938,0,N/A,1.125606029,12.17,1.28
NL,"NL Industries, Inc.",Industrials,4.71,0.058363399,N/A,N/A,0.274891612,230.00571,N/A,N/A,0.87091714,7.73,4.51
NMIH,NMI Holdings Inc,Financial Services,29.14,0,N/A,N/A,0,2397.661055,7.69376247,0,0.893295644,30.14,19.02
NMRK,Newmark Group Inc,Real Estate,7.52,0.015836543,0,-0.197258438,0.119090807,1145.990615,37.60675401,0.876957339,1.595675668,9.24,5.02
NN,NextNav Inc,N/A,4.68,0,N/A,N/A,0,510.00914,0,N/A,1.269162876,6.07,1.59
NNI,Nelnet Inc,Financial Services,88.37,0.011719265,0.083333333,0.076316923,1.035631483,2355.148075,12.30311333,0.202271774,0.586029523,101.31,81.67
NNOX,Nano X Imaging Ltd,N/A,6.09,0,N/A,N/A,0,335.865601,0,N/A,1.827735486,22.69,4.89
NODK,NI Holdings Inc,Financial Services,12.93,0,N/A,N/A,0,269.755939,0,N/A,0.618728453,15.28,12.01
NOG,Northern Oil and Gas Inc.,Energy,38.74,0.035360943,N/A,N/A,1.36988293,3603.701645,5.39954817,0.187398486,1.155022053,43.22,24.75
NOTV,Inotiv Inc,N/A,1.81,0,N/A,N/A,0,46.666763,0,N/A,2.028462469,18.3,1.76
NOVA,Sunnova Energy International Inc,Technology,10.51,0,N/A,N/A,0,1286.595933,N/A,0,2.754815881,24.82,7.62
NOVT,Novanta Inc,Technology,141.44,0,N/A,N/A,0,5064.730054,65.86467506,0,1.591813553,187.61,126.83
NPK,"National Presto Industries, Inc.",Industrials,77.67,0.012874984,N/A,N/A,1,549.856299,21.57907064,0.278551532,0.645812028,82.59,63.56
NPO,EnPro Industries Inc,Industrials,118.66,0.009656407,0.035714286,0.038573773,1.14582923,2480.867812,15.9029988,0.153802581,1.086794028,144.54,91.29
